[488, -325, -58, 124, 54, -93, -45, 76]
[6, 7, 14, 14, -24, -39, 32, -5]
[-10, 4, 2, -10, 16, 31, -2, -5]
[15, -3, -9, 7, -6, -15, -8, 6]
[827, 113, -97, 36, -65, 6, -26, 4]
[-130, 54, -85, 1, -24, -26, -5, -12]
[-42, -8, -36, -25, 2, -35, 13, -18]
[-26, 0, 0, -33, -2, -30, 7, -6]
[-9, -13, -6, -15, 4, -6, 2, 18]
[-11, -13, -5, -4, 4, 14, 6, 16]
[1, 2, 1, -2, 14, 11, -1, 1]
[-5, 1, -2, 2, -1, 5, 0, 3]
[932, -375, -72, -25, 88, 31, -16, -38]
[-330, -55, -6, -7, -40, 6, 7, -1]
[25, 52, 91, 7, 85, -30, -58, -7]
[87, 9, -105, -50, 48, -35, 47, 6]
[-13, -39, -6, -4, -24, 4, 22, -14]
[-16, 13, 56, 44, 16, -1, 0, -3]
[5, -18, -35, -24, -19, 10, -6, -4]
[-5, 8, 14, 9, 7, -5, 8, 20]
[919, 478, -17, -43, -16, -8, 44, -12]
[145, -41, -195, 77, -120, -7, -7, -11]
[11, -101, 27, -45, -73, 58, 55, -2]
[37, 33, -17, -12, 55, 92, -30, -28]
[-26, 5, 18, 27, -2, 25, -37, 4]
[1, 6, 12, 11, 38, -4, -9, 3]
[0, -15, 4, -10, 4, -23, -32, 20]
[2, 9, 7, -15, -6, 17, 4, 0]
[1648, -434, -239, -75, -16, -17, -22, -14]
[-230, -232, -42, 78, 88, 24, -3, 0]
[-37, -8, 56, 65, 9, -39, -38, -13]
[-8, -3, 26, 14, -12, -20, 16, 25]
[-4, 1, 13, 17, -5, 19, 46, 48]
[-6, -13, 1, -10, -27, -11, 14, 21]
[-8, -5, 5, 9, -5, -2, 2, 7]
[-9, -10, 7, 8, 0, 5, -7, -3]
[672, 474, 144, 157, 49, 35, 36, 14]
[223, 114, 74, 17, -158, -85, -20, 9]
[22, 7, -13, -126, -77, 38, 20, 32]
[35, 19, 0, -34, 18, 13, 3, 33]
[12, 6, -8, -21, -9, 0, 30, 7]
[6, 7, -9, -16, 6, 14, 20, -3]
[-2, 1, 2, -7, 11, 3, -3, 2]
[-10, -6, 2, -6, 16, 19, -9, -6]
[23, 1, -4, 0, 5, 5, -3, 0]
[3, -1, 0, -3, -1, 4, 0, -1]
[2, -1, -1, -4, 5, 8, -2, 1]
[4, 1, -3, 0, 4, 2, 0, 0]
[1, 3, 7, 8, -1, 0, -1, 1]
[-2, 1, -2, -2, 2, 0, 1, -1]
[0, 0, 3, 1, 0, -1, 1, 0]
[0, 0, 0, 1, 1, 1, 1, -1]
[18, 4, 2, 3, 1, 5, 1, 0]
[0, 2, 0, -1, 2, -1, 1, 0]
[1, 1, -2, 0, 2, -1, 0, 0]
[0, 3, 2, 3, 0, 0, 0, -1]
[1, -4, 1, 1, -4, 1, -1, 2]
[-1, 0, -1, 0, 0, -1, -1, -1]
[-1, -1, 1, -1, -1, -1, -1, 0]
[-1, 2, -1, 1, -1, 1, -1, -1]
[11, 1, 1, 1, -4, 1, -1, 1]
[0, 3, -1, -1, 4, -2, -2, 0]
[4, -1, -1, -1, -1, 1, -2, 2]
[1, 0, -1, 1, 0, 0, 1, 0]
[-1, -3, 0, 0, -1, 1, -2, 1]
[0, 1, 0, -1, 0, -1, 1, 0]
[0, -2, -1, -1, -1, 1, -1, 1]
[0, -3, -2, 1, -1, 1, 0, 0]
[9, 1, -1, -4, -2, -2, 1, 0]
[-1, 0, 1, 1, 0, 0, 0, -1]
[-3, 2, 1, -2, 0, 1, 0, 0]
[-2, 1, 0, 0, 0, 0, 1, 1]
[1, -2, -1, 0, 2, 0, 1, 0]
[-1, 1, 0, 0, -1, 0, 0, 0]
[0, 0, 0, 0, 0, 1, -1, 1]
[0, 0, 1, -1, -1, 0, 0, 1]
[5, 0, 1, 1, -1, 1, 0, 1]
[-2, -2, 1, 0, 1, 1, 0, 1]
[0, 1, 0, 0, 1, -1, 0, 0]
[-2, 0, -1, 0, 1, 0, 0, -1]
[1, 2, -1, -2, -2, 1, 0, 0]
[0, -3, 0, 1, -1, -1, 0, 0]
[-1, 0, 0, -1, 0, 0, 0, 0]
[1, 0, 0, 1, 0, -1, 0, 0]
[5, 0, -1, 0, 0, 1, 0, -1]
[-2, 0, 0, 0, 0, -1, 0, 0]
[1, 0, -1, -1, 2, 0, 0, 0]
[0, 0, 0, 0, -1, 0, 0, 1]
[-2, -1, 1, 0, -1, 1, 0, 0]
[1, 3, 0, 0, 0, -1, 0, 0]
[-4, 0, 2, -1, 0, 0, 0, 0]
[2, -1, 0, 0, -1, 0, 0, 0]
[7, 1, 0, -2, 0, 0, -1, 1]
[0, 1, 0, -1, 0, 1, 0, 0]
[-1, 0, 1, 1, 0, 1, -1, 1]
[0, -2, 1, 1, 0, 0, 1, 1]
[1, 1, 2, 0, 0, -1, 0, 0]
[3, 1, -2, -2, 0, 1, 1, 1]
[-1, 0, 1, 0, 0, 1, 0, 0]
[1, -1, 0, 0, 0, 1, 0, 0]
[6, 0, 1, 0, 0, 0, 0, 0]
[-1, 0, 0, 1, -1, 0, 0, 0]
[-4, 1, 0, 0, 1, 0, 0, 0]
[1, 1, 1, -1, 0, 0, 0, 0]
[0, 1, 1, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[2, -2, -1, 1, 0, 0, 0, 0]
[0, 0, 0, 0, -1, 0, 0, 0]
[7, 0, 0, 0, 0, 0, -1, 0]
[-2, 0, 0, 0, 1, -1, 1, -1]
[2, 1, 0, 0, 0, -1, 0, 0]
[1, 0, 0, 0, -1, 1, -1, 0]
[0, -2, -2, 0, 2, -1, 1, 0]
[0, 0, 0, 0, 0, 1, 0, 1]
[-1, -1, -1, 0, 1, 0, 0, 0]
[1, 0, 1, 0, 0, 0, 0, 1]
[9, 0, -1, 0, -1, -1, -1, 0]
[2, 1, 0, -1, 1, 0, -1, 0]
[3, -2, -1, 0, -1, 1, 0, 0]
[-1, 0, 0, 1, 0, 1, 0, 0]
[-1, 1, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, -1, -1, 0]
[0, 0, 1, -1, 0, 0, 1, 0]
[0, -1, 0, 0, 0, 0, 0, 0]
[6, -2, 1, -1, 1, -1, 0, 0]
[1, 2, 0, 0, 0, 0, -1, 0]
[1, 0, -2, 1, 0, 0, 0, 0]
[-1, -1, 0, 0, -1, 1, 0, 0]
[0, 0, -2, 1, 0, 0, -1, 0]
[0, 0, 2, -2, 1, -1, 0, 0]
[2, 1, -1, 1, 0, 0, -1, 0]
[1, 1, 0, 0, 0, 0, 0, 0]
[12, 2, -1, 2, 0, 0, 0, 0]
[0, -1, -4, -2, 0, 1, 0, 0]
[0, 0, 2, 1, 1, 0, 0, 0]
[0, 0, -1, 0, 0, 0, 0, 0]
[-4, -2, -4, -3, 0, 2, 0, 0]
[3, 2, 2, 1, 0, -1, 0, 0]
[-3, 0, -2, 0, -1, 0, 0, 0]
[1, 1, 1, -1, 0, -1, 0, 0]
[6, 1, -3, -1, 0, 0, 0, 1]
[1, 0, -3, 0, -1, 0, 0, -1]
[0, 1, -1, 0, 0, 0, 0, 0]
[3, 3, -2, -1, 0, 0, 0, 1]
[0, -1, 1, -1, -1, 0, 0, -1]
[0, 2, -1, 0, 1, 0, 0, 0]
[3, 2, -3, -2, 0, 0, 0, 0]
[0, 0, 1, 1, -1, 0, 0, 0]
[6, 0, 0, -1, -1, -1, 1, 0]
[-3, 0, 1, 0, 1, 0, 0, 0]
[1, 0, -3, -1, -2, 1, 0, 1]
[-1, 0, -2, 3, 0, 0, 1, 0]
[1, 0, 2, -1, 0, 1, 0, 1]
[0, 0, 0, 1, 0, -1, 1, 0]
[1, 0, 0, -1, -1, 0, 0, -1]
[0, 0, -1, 0, 0, 0, 0, 0]
[9, -1, 4, 3, -3, 0, 0, -1]
[0, -1, 1, 1, -1, 0, 0, 0]
[2, -1, 1, -2, 0, -1, -1, 0]
[0, -1, 1, -1, -1, 0, 0, -1]
[1, 0, 1, -1, 1, -1, 1, 0]
[-2, -1, -2, 1, 1, 0, 1, 0]
[0, 0, 1, -1, 0, 0, 0, 1]
[-1, -1, 1, -1, 0, 0, 0, -1]
[8, 1, -1, 0, 0, -1, 1, 1]
[0, -1, -1, 2, 0, -1, 0, 0]
[1, 1, 1, 0, 0, 0, 1, 0]
[2, 4, -1, -2, 0, 0, -1, 0]
[2, 3, 3, 0, -2, 1, 0, -1]
[-1, -1, -1, 0, 0, 1, -1, 0]
[1, 0, -1, 0, -1, 1, 0, 0]
[2, 1, 0, 1, 0, 0, 0, 0]
[6, 1, 1, -2, 0, 0, 0, 0]
[-2, 0, 0, 1, 0, 0, 0, 0]
[-1, 0, 0, -1, 0, 0, 0, 0]
[2, 2, 0, 0, -1, 0, 0, 0]
[1, -1, 0, 0, 1, 0, 0, 0]
[1, 1, -1, 0, -1, 0, 0, 0]
[-1, 0, 0, -1, 1, 0, 0, 0]
[0, 0, -1, 0, 0, 0, 0, 0]
[9, 2, -1, -1, -1, 0, 0, 0]
[-5, -2, 0, 1, -1, 0, 0, 0]
[-3, 1, 0, 0, 2, 0, 0, 0]
[3, 0, -1, -1, 0, 0, 0, 0]
[1, -1, -1, 1, -1, 0, 0, 0]
[0, 0, 1, -1, -1, 0, 0, 0]
[-1, 0, -1, 0, 1, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[8, 0, 0, 0, 0, 1, 0, 0]
[-3, 0, -3, 1, 0, 1, 0, 0]
[1, -1, 0, 0, 1, 0, -1, 0]
[2, -2, 0, 2, 0, -1, 0, 0]
[1, 2, -1, 0, -1, 2, -1, 0]
[0, 0, 1, -1, 1, -2, 0, 0]
[0, 1, -2, 0, 0, 2, 0, 0]
[0, -1, 1, 0, 0, 0, 0, 0]
[10, 2, 0, 2, 1, 0, -1, 0]
[0, 3, -1, -1, 1, -1, -1, 0]
[-2, -1, 3, 2, 0, -2, 1, 0]
[2, -2, 0, 1, 0, 0, -1, 0]
[0, 0, -3, -1, 0, -1, 0, 0]
[2, 1, 1, 0, 1, 1, 1, 0]
[0, -1, -1, 0, 1, 0, 1, 0]
[0, 1, 0, 0, 0, 0, -1, 0]
[7, -1, -1, 1, 2, 0, 0, 0]
[0, 1, 0, 1, 0, -1, -1, 0]
[1, 0, 1, 1, -2, 0, 0, 0]
[0, 0, -5, 0, -1, 0, 0, 0]
[-1, 1, 0, 0, 1, -1, 0, 0]
[0, -1, -1, 0, -1, 1, 1, 0]
[-1, 1, 0, 0, 1, -1, 0, 0]
[0, -1, 0, 0, 0, 0, 0, 0]
[7, -2, 1, 0, 0, -1, 0, 0]
[2, 1, 0, 0, 0, 1, 0, 0]
[-3, 0, 0, -2, 2, 0, 0, 0]
[-2, -1, -1, 0, 0, -1, 0, 0]
[0, -1, -1, 0, 0, 1, 0, 0]
[2, -1, -1, 0, 0, 0, 0, 0]
[2, -1, 1, -1, 1, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[10, 0, 0, -1, -3, 0, 1, 0]
[-2, 2, 1, -1, 1, -2, 1, 0]
[2, 0, 1, 0, 0, 1, 0, -1]
[-4, -3, 1, 3, 1, 2, -1, -1]
[0, 2, 1, -1, 2, -1, 0, 0]
[2, 0, 0, -1, 0, 0, 0, 0]
[0, 2, 1, -1, 2, -1, 0, 0]
[1, -1, 0, 1, 0, 0, 0, -1]
[4, 1, 0, 0, -1, 0, 0, 1]
[1, 3, 0, -1, 1, 0, 0, 0]
[1, 1, 2, -1, -1, -1, 1, -1]
[0, 0, 1, 1, -1, 1, -1, 0]
[1, 0, 1, -1, 0, 0, 0, 0]
[0, -1, -1, 0, 2, 0, 0, 0]
[1, 0, -1, 0, 0, 0, 0, 0]
[1, 0, -1, 0, 0, 1, 0, 1]
[10, -1, -1, -2, 0, 2, 0, 0]
[-1, 2, 1, 1, -1, -1, 0, 0]
[2, 1, 3, 2, -1, 0, 0, 0]
[0, 0, 3, -2, -1, 0, 0, 0]
[0, 2, 1, 0, 0, 0, 0, 0]
[1, 1, -3, 0, 1, 0, 0, 0]
[2, -1, 0, 0, 0, 0, 0, 0]
[0, -1, -1, 0, 1, 0, 0, 0]
[6, 1, 1, 0, 0, 0, 0, 0]
[0, -2, -1, 1, 0, 0, 0, 0]
[-1, 0, 1, 0, 0, 0, 0, 0]
[1, 2, -1, 0, 0, 1, 0, 0]
[1, 0, 0, -1, 0, -1, 0, 0]
[-2, 0, -1, 0, 0, 0, 0, 0]
[0, 1, -1, -2, 0, -1, 0, 0]
[0, 0, 0, 1, 0, 1, 0, 0]
[8, -2, 0, 2, 0, 0, 0, 1]
[-2, 0, 0, -2, 3, -2, 1, 0]
[3, 1, 0, 1, -1, 1, 0, -1]
[2, -1, -2, 0, 0, 1, 0, 1]
[0, 1, 1, 0, 2, -2, 0, 0]
[0, -1, -1, -1, -1, 2, -1, -1]
[-1, 2, 0, 0, 0, 0, 0, 0]
[-1, -1, -1, 1, -1, 1, -1, 0]
[8, 0, 2, 0, 1, 4, -1, 1]
[-3, 3, 0, 2, 0, -1, 1, 1]
[1, 1, -3, -3, 0, 0, 0, -1]
[0, 0, -1, 1, 1, -1, 1, 0]
[0, 1, 0, 0, 0, 1, 1, 1]
[0, 0, -1, 0, 0, 1, 1, 1]
[1, -1, 0, 0, 1, 1, -1, 1]
[-1, 0, 0, 0, 0, 0, 1, 1]
[6, -1, 2, 0, 1, 0, 0, 1]
[0, -1, -1, 0, -1, -3, 1, 0]
[-2, 0, -2, 2, -2, 1, 0, 0]
[-1, 2, -1, 1, 1, 0, 1, 0]
[-1, 1, -1, 0, -1, 0, 0, 0]
[1, 1, 0, -2, 1, -1, 1, -1]
[0, -2, 3, 0, 0, 0, 0, 0]
[0, -2, 0, 0, 1, 0, 0, -1]
[13, -2, -1, 4, -3, 0, 0, 0]
[0, -2, -1, 3, 1, 0, 1, 0]
[-1, -1, -2, 0, -4, 1, 1, 0]
[-1, 0, 0, -3, 2, 2, -1, 1]
[0, 1, 0, 0, 1, -2, 0, -1]
[2, 2, -1, -2, 2, 1, -1, 1]
[-1, 0, 1, 2, -2, 1, 0, -1]
[0, 1, 0, 0, 0, 1, -1, 0]
[10, 1, 2, 1, 0, 0, 0, 0]
[0, 2, -1, 0, 0, -1, 0, 0]
[1, -1, 2, -1, 0, -1, 1, 0]
[-1, 3, -1, 2, 1, 0, 0, 0]
[4, 1, -1, 1, -1, 0, -1, 0]
[-2, 3, 0, 0, 1, -1, 1, 0]
[-2, 1, 0, 0, -1, -1, 0, 0]
[0, -1, 0, 0, 1, 0, 0, 0]
[10, -2, 0, 0, -1, 2, -1, 0]
[0, 2, 1, 0, -1, 0, -1, 0]
[-1, 1, -1, 0, 3, -2, 2, 0]
[-3, 2, -2, 0, 1, 0, 0, 0]
[-3, 1, 1, -2, -1, 1, -1, 0]
[-1, -4, 0, 3, 0, 0, -1, 0]
[-4, -2, 2, -2, 0, 1, 1, 0]
[2, -1, 0, 1, -1, 0, 0, 0]
[9, 1, 0, -2, 0, -1, 0, -1]
[0, -1, 1, -1, 0, 1, -1, 0]
[-5, 0, 1, 1, -1, 1, 0, -1]
[0, 2, 0, 4, 0, -1, 1, 1]
[0, -1, 1, 0, 1, -1, 0, 0]
[0, -1, -1, -4, 0, 2, 0, 1]
[2, 1, 0, 1, -1, 0, -1, 0]
[0, 0, -1, 0, 0, 1, 0, 0]
[14, 0, 1, -3, 1, -1, -2, -5]
[-4, 3, -2, 2, -4, 0, -1, 0]
[-2, -1, 1, -1, 0, -3, 1, 1]
[-1, 1, 0, -1, -2, 1, -3, 0]
[4, 3, 2, 1, -1, -1, -2, 0]
[-1, -2, -2, 0, 3, -1, 0, 0]
[1, 0, 0, -1, 1, 0, 1, -1]
[0, 0, 0, -1, 0, 0, 0, 0]
[14, -2, -1, -2, 1, 1, 0, 0]
[1, 2, -1, 0, -2, 0, 1, 0]
[0, 1, 0, 2, 0, -1, -1, 0]
[-2, -1, -3, -1, 1, 1, 0, -1]
[-1, 0, 1, 1, 0, -1, -1, 1]
[-1, -1, -1, 0, 0, 0, 0, 0]
[-1, 1, -1, 1, -1, 1, 0, 1]
[0, -1, 0, -1, 0, 1, 1, -1]
[13, -2, 2, -1, -2, 2, 0, 1]
[0, -1, 0, 3, -1, -1, 0, 0]
[0, -3, 0, 2, -1, 0, 0, 0]
[1, 0, 0, 1, -1, 0, 0, 0]
[1, 1, -1, -1, 0, 0, 0, -1]
[0, 0, 0, 1, 0, 1, 0, 0]
[1, -3, -2, 0, -1, 1, 0, -1]
[0, 1, 1, 0, 1, -1, 0, 0]
[11, 1, 2, 2, -1, 0, 1, 0]
[-2, 2, 0, 1, 0, -1, 0, 0]
[0, -1, -1, 0, -1, 2, 0, 0]
[2, 0, 0, 0, 1, -1, 0, 0]
[-1, 0, -1, 1, -1, 2, -1, 0]
[-1, 0, 0, 0, 1, -1, 0, 0]
[1, -1, 1, -2, 1, -1, 1, 0]
[1, 1, -1, 1, 0, 1, 0, 0]
[8, 0, -4, 1, 0, 0, 0, 2]
[2, 1, -3, -1, 0, 1, 0, 0]
[1, -1, -1, 1, -1, -1, 0, 0]
[-1, 0, 0, 0, 1, 0, 0, -1]
[1, 2, 0, -2, 0, -1, 0, 0]
[0, 2, -1, 0, 1, -1, 0, 0]
[-1, 1, 2, 0, 1, 0, 0, 0]
[-1, -1, 0, 1, 0, -1, 0, -1]
[19, -2, 7, -3, -2, -1, 1, 0]
[-3, 0, -1, 5, 1, 2, -2, -1]
[-4, 1, -1, 3, -3, 0, 1, 0]
[2, -1, -1, -4, -2, -2, 0, 1]
[3, 0, 2, 1, 2, 0, -1, 0]
[-2, 2, -2, 1, -2, -1, 0, 0]
[1, -1, 1, 0, 2, 0, 0, 0]
[0, 0, -1, 0, 0, 0, 0, 1]
[1302, -70, -164, -309, -382, -276, -65, 38]
[1, 0, -2, 1, 2, 1, 1, -3]
[0, -1, -1, -1, 0, 2, -1, 0]
[0, -1, 0, 2, -1, 0, 1, 0]
[1, -1, -1, 1, 1, 1, -1, 1]
[0, -1, 0, 1, -1, 0, 0, -1]
[-1, 2, 0, -1, 1, 0, -1, 0]
[1, 0, 0, 0, 0, 0, 0, 0]
[798, -572, -116, 223, 112, -168, -80, 136]
[-1, 1, -1, 0, 0, 0, 0, 0]
[1, -1, 1, -1, 0, 0, 1, 0]
[1, -2, 2, -1, 1, -1, 1, 0]
[-1, 0, 0, 1, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, -1, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[0, 0, 0, 0, 0, 0, 0, 0]
[1032, 442, -363, -62, 383, -55, -256, 74]
[27, -33, 25, -10, 3, 7, -6, 3]
[6, -9, 6, 0, 4, -5, 2, 1]
[8, -12, 6, 3, -2, 7, -5, 0]
[4, -3, 3, -1, -1, -4, 2, 1]
[1, -1, -1, 3, -1, 4, -2, -1]
[0, 1, 0, 0, -1, -2, 3, -2]
[0, 0, -1, 1, -1, 1, 0, 0]
[256, 43, 11, -1, -20, -5, 1, -1]
[74, 38, 15, -14, -7, -6, 0, 4]
[-9, 22, 3, -3, 5, 0, 6, -5]
[2, 10, -3, -3, -8, -6, 10, 3]
[-12, -1, 6, -5, 8, 10, -3, -3]
[-3, -1, -5, -6, -4, 5, 0, 3]
[-2, 1, 8, 7, 4, -4, 0, -1]
[0, 0, -2, 0, -1, 0, -1, 1]
[321, -87, 15, -2, -7, -19, 5, 1]
[6, 2, 14, 19, 0, 6, -3, 0]
[-13, 9, -5, -4, -5, 2, -1, 3]
[-10, 11, 1, 6, 1, 0, -3, -2]
[-5, 9, -9, 2, 3, -4, 4, 1]
[-3, -6, -1, 5, -5, 8, -5, 0]
[0, 4, 0, -2, 3, -4, 3, -1]
[1, -4, 3, -1, 1, 0, -1, 0]
[785, -119, -69, 76, -39, -10, -2, 11]
[-149, 92, 61, -90, 40, 9, 7, -21]
[67, -62, -22, 39, -17, -5, -10, 11]
[-21, 13, -14, 19, -5, -12, 3, -5]
[-56, 0, 30, -43, 6, 9, 3, -12]
[35, 0, -32, 26, -2, -1, -13, 16]
[-11, -12, 8, 10, -12, 3, 20, -11]
[-12, 5, 3, -14, 8, 1, -5, 4]
[628, 84, -25, 1, -11, 13, -6, -11]
[-8, -26, 6, 19, 10, 6, 5, -3]
[-16, -17, 16, 16, -24, -25, 2, 13]
[7, 6, 5, -8, -5, 5, 11, -1]
[-1, -4, -20, -10, 11, 18, -11, -13]
[-7, 7, -8, 5, 17, -9, -3, 2]
[-7, -1, 9, 4, -3, -7, 7, 10]
[6, 7, 0, -2, 1, 1, -1, -1]
[474, -6, 7, 1, -9, 3, -2, -1]
[5, -19, 12, 0, 7, -7, 3, 0]
[31, -19, 9, 1, 0, 0, 2, -1]
[28, -23, 2, -2, 0, -1, 1, 1]
[3, -11, -19, 5, 1, 7, -3, 0]
[5, -8, -5, 1, -1, 1, 0, 1]
[3, 4, -3, 0, -2, 3, -1, 0]
[0, 0, 1, -1, -1, -2, 1, 0]
[601, -119, 10, 4, 3, 0, 5, 0]
[24, 57, -7, -18, 7, 5, 2, -2]
[4, 11, 5, 19, -5, -4, 3, 1]
[4, 5, 6, 0, 0, 6, -5, 4]
[-7, -5, 2, 3, -4, -2, 3, 0]
[-4, 0, -2, 6, -1, 1, -5, 1]
[-6, 2, 0, 1, 0, -2, 2, -2]
[3, 0, -1, 1, 0, 0, -2, -2]
[1271, -488, -34, 19, 71, 29, -15, -13]
[4, 24, -19, -19, -42, -16, 24, 14]
[4, 4, -1, -4, 26, 2, -19, 0]
[-5, -8, 3, 1, -4, 5, 0, -12]
[-3, -2, -7, -6, -1, 3, 4, 2]
[5, 5, -9, -7, -2, 3, 2, 2]
[-4, -4, 1, 6, 2, -2, 0, 1]
[0, 1, -1, -1, -1, 0, 1, 0]
[2018, -10, -10, -10, -5, -1, -4, 0]
[-14, -6, -7, -3, -1, 2, 0, -1]
[-6, -1, -2, 5, 0, -1, 0, 0]
[-6, 0, -2, 2, 1, 1, 1, -1]
[-5, 0, 0, -1, 0, -1, -1, 0]
[-1, -3, -1, 0, -1, -2, 1, -1]
[-1, -2, -1, 1, 0, -1, 2, 0]
[-1, 0, 1, 0, -1, -1, 0, 0]
[1991, 38, -12, 5, -3, 0, 0, 1]
[-32, 24, -9, 3, -4, -1, 3, 1]
[-1, 5, -3, 3, -6, 2, -1, 1]
[3, 0, 4, -1, -2, -1, -2, -1]
[-1, 3, 5, -2, -1, 1, -1, 0]
[-2, 0, 7, -3, 1, 3, 0, 0]
[1, -2, 0, 0, 5, -2, 1, 0]
[-1, 0, 0, 0, 0, 1, 0, 1]
[1769, 76, 4, 6, 0, 0, 1, 0]
[-48, -1, -7, -5, 2, -2, 0, 1]
[9, -9, -8, -7, -3, 0, 1, 1]
[-8, 1, -3, -1, -1, 1, 1, 1]
[2, -3, 1, 0, 2, -1, 0, -1]
[0, 1, 0, 2, -1, 1, 1, 1]
[4, 6, 0, 0, 2, 0, 0, 1]
[-2, -2, 0, 0, -2, 1, 0, 0]
[1507, 78, -3, 9, 1, 3, 4, 1]
[-41, 4, 2, 1, -8, 5, -4, 2]
[5, 9, -5, 0, 3, 2, -1, -1]
[10, -9, -2, -1, -6, 1, 0, 0]
[-1, -1, 5, -1, 4, -2, 0, -1]
[0, 0, 3, -2, 0, -1, 0, -2]
[-4, -3, -1, 2, 0, 0, 0, 0]
[3, -2, 0, 0, -1, -1, -1, 0]
[524, 521, 218, -46, -109, -40, 37, 29]
[25, 32, -18, -25, -6, 17, 10, 0]
[-10, -8, 20, 18, -4, -22, -14, 3]
[-3, 5, -1, -20, -2, -4, 4, 11]
[-1, 7, -4, 1, 0, 4, -6, -2]
[5, -1, 1, 0, 1, -4, 5, 2]
[-2, 1, 1, 1, 0, 2, -2, -2]
[2, -1, 1, 1, -1, 0, 1, 3]
[414, -46, -159, -83, 29, 31, 2, 4]
[-173, -16, 80, 15, -30, -4, 15, 3]
[14, -9, 5, 51, 18, -25, -18, -1]
[6, 1, -16, -1, -1, 11, 2, 3]
[-3, -10, 6, 10, 3, -3, -2, -3]
[3, 1, -3, -11, 6, 2, 6, 3]
[-1, -8, -3, 10, 4, -2, -1, -1]
[2, 3, 2, -4, -1, 0, 2, 1]
[288, 75, 7, 2, 4, -4, -5, -5]
[11, -19, 6, -13, -2, -3, 2, 1]
[-45, 12, -13, -1, 10, -5, 1, -4]
[-15, -7, -30, -10, 9, 3, 8, 1]
[-12, 2, -6, 7, 7, -2, -2, -3]
[0, -8, 4, 13, -4, 3, 1, 2]
[-3, 3, 2, 1, -1, 0, -1, -1]
[0, -3, 1, 1, 0, 1, -1, 1]
[116, 62, 7, 13, -4, -9, -7, -5]
[68, 23, -12, 10, -5, -1, 0, 1]
[1, -17, -1, 7, -8, -4, 2, -1]
[0, 1, 3, -5, -4, -6, 1, 1]
[3, -3, -1, -2, -1, -1, 0, 0]
[-2, -7, -4, 2, -1, 0, -1, -1]
[2, -8, -1, -5, -1, 3, 2, 1]
[0, 0, -1, 0, -1, 1, -1, 1]
[256, -221, 75, -22, 34, -37, 20, -9]
[7, 17, -1, 15, -28, 20, -13, 2]
[19, -10, 27, -6, 0, -13, 3, 2]
[6, 16, -6, -7, -5, 11, -4, -2]
[-7, 8, -2, 0, -5, 1, -2, 5]
[3, -3, 1, -2, 10, -6, 3, -5]
[-5, -3, -1, -1, 7, -2, 2, 1]
[2, 2, -1, -1, -2, 2, 0, 1]
[1362, -292, 6, -30, -3, -11, -2, 12]
[-50, -31, -3, -11, 7, -23, 4, 10]
[37, -11, -20, 9, 18, -3, 1, -2]
[-17, -7, 10, 1, 5, -13, 2, 3]
[-5, -3, -17, 5, 22, 3, -1, -5]
[-17, 13, 30, 14, 0, 13, -6, 2]
[-1, -5, 6, -1, -14, 5, 1, 1]
[-3, 1, 2, -1, 1, 0, 1, 1]
[1764, 83, -35, 9, 16, -7, -14, 11]
[-35, 22, -3, 5, 7, 9, 7, 6]
[4, -11, 9, -3, 0, 6, 4, -1]
[-14, 16, 1, -16, 4, 10, -3, 4]
[4, -6, 4, 6, 8, 5, -5, -1]
[0, 13, 5, 4, 0, -2, -4, 2]
[3, -3, 2, 7, -3, -9, 3, -2]
[2, 2, -2, -2, -2, 3, -3, 2]
[1407, 99, -6, 7, 13, -1, 3, 0]
[-50, -3, 8, 4, -8, 3, -4, 0]
[11, 20, 0, 11, -11, 2, -2, 2]
[-5, -7, -6, -1, -3, 3, 0, 0]
[-9, 3, 6, 1, 0, 2, 0, 1]
[2, -5, -5, -5, 1, -2, 1, 0]
[-1, 3, 2, 2, 0, 0, 0, 0]
[0, -1, 0, -2, 0, -2, -1, -1]
[1062, 130, -10, 1, -1, 5, -5, 4]
[-47, 28, 8, -6, -15, 0, 1, 0]
[-5, -6, -4, -5, -1, 1, -5, 2]
[-10, 1, 3, 1, -3, -1, 3, -2]
[4, -2, -1, -1, 0, 1, -5, 1]
[-7, 2, -1, 6, -2, 1, 2, 0]
[0, 3, -4, 2, -3, 3, -5, 1]
[-2, 2, -1, 2, -2, -1, 1, 0]
[600, 116, 115, 19, -32, -25, 14, -3]
[-150, 43, -27, -18, -22, 32, 16, 27]
[-68, 2, 49, 42, 25, -4, -31, -29]
[-10, -5, 4, 25, 4, 0, -9, 7]
[17, -8, 3, 8, 7, -14, -8, -2]
[-4, 9, -17, 3, 1, -15, -18, 5]
[3, 14, -11, -14, 3, 16, 11, 4]
[-5, -3, -8, -13, 15, 2, -2, -1]
[845, -110, -15, 18, -12, -9, -13, -1]
[-355, 111, 12, 6, -14, -5, -14, 1]
[48, 24, -22, -10, 3, 7, -5, -6]
[144, -20, 5, 21, 10, -9, -4, -16]
